"pubid","year","volfreq","volreasn","groupmeet","donate","donateamt"
782,2007,2,3,2,1,1
782,2011,1,NA,1,1,1
782,2013,1,NA,1,0,NA
783,2005,2,3,1,0,NA
783,2007,NA,NA,NA,NA,NA
783,2011,NA,NA,NA,NA,NA
783,2013,NA,NA,NA,NA,NA
784,2005,2,3,2,1,1
784,2007,1,NA,1,1,1
784,2011,1,NA,1,0,NA
784,2013,1,NA,2,0,NA
785,2005,NA,NA,NA,NA,NA
785,2007,NA,NA,NA,NA,NA
785,2011,NA,NA,NA,NA,NA
785,2013,NA,NA,NA,NA,NA
786,2005,NA,NA,NA,NA,NA
786,2007,NA,NA,NA,NA,NA
786,2011,NA,NA,NA,NA,NA
786,2013,NA,NA,NA,NA,NA
787,2005,1,NA,1,0,NA
787,2007,2,3,1,1,1
787,2011,NA,NA,NA,NA,NA
787,2013,NA,NA,NA,NA,NA
788,2005,1,NA,1,0,NA
788,2007,1,NA,1,0,NA
788,2011,3,3,2,0,NA
788,2013,1,NA,1,0,NA
789,2005,2,3,2,0,NA
789,2007,1,NA,1,0,NA
789,2011,1,NA,1,0,NA
789,2013,1,NA,1,0,NA
790,2005,2,3,2,1,1
790,2007,2,3,1,1,1
790,2011,2,3,2,1,1
790,2013,2,3,2,1,1
791,2005,1,NA,1,0,NA
791,2007,1,NA,1,0,NA
791,2011,1,NA,1,0,NA
791,2013,1,NA,1,0,NA
792,2005,1,NA,1,0,NA
792,2007,1,NA,1,0,NA
792,2011,1,NA,1,0,NA
792,2013,1,NA,1,0,NA
793,2005,2,1,1,0,NA
793,2007,1,NA,1,0,NA
793,2011,1,NA,1,0,NA
793,2013,NA,NA,2,1,1
794,2005,1,NA,1,0,NA
794,2007,1,NA,1,0,NA
794,2011,NA,NA,NA,NA,NA
794,2013,NA,NA,NA,NA,NA
795,2005,2,3,2,1,1
795,2007,1,NA,1,1,1
795,2011,2,3,1,1,1
795,2013,2,3,2,1,1
796,2005,4,3,2,0,NA
796,2007,3,3,2,1,1
796,2011,4,3,2,0,NA
796,2013,2,3,4,1,1
797,2005,2,2,1,0,NA
797,2007,1,NA,1,0,NA
797,2011,4,3,1,0,NA
797,2013,1,NA,1,0,NA
798,2005,2,3,2,1,1
798,2007,3,3,2,1,2
798,2011,2,3,1,0,NA
798,2013,3,3,2,0,NA
799,2005,1,NA,1,0,NA
799,2007,2,3,1,1,1
799,2011,2,3,1,1,4
799,2013,2,3,1,1,4
800,2005,2,3,2,0,NA
800,2007,2,3,2,1,1
800,2011,2,3,2,1,1
800,2013,2,3,2,1,1
801,2005,NA,NA,NA,NA,NA
801,2007,1,NA,1,0,NA
801,2011,NA,NA,NA,NA,NA
801,2013,NA,NA,NA,NA,NA
802,2005,NA,NA,NA,NA,NA
802,2007,NA,NA,NA,NA,NA
802,2011,1,NA,1,0,NA
802,2013,1,NA,1,0,NA
803,2005,NA,NA,NA,NA,NA
803,2007,NA,NA,NA,NA,NA
803,2011,NA,NA,NA,NA,NA
803,2013,NA,NA,NA,NA,NA
804,2005,1,NA,1,0,NA
804,2007,2,3,1,0,NA
804,2011,3,3,1,0,NA
804,2013,4,3,1,0,NA
805,2005,4,3,1,0,NA
805,2007,2,3,1,1,1
805,2011,2,3,1,1,2
805,2013,2,3,1,0,NA
806,2005,2,3,1,0,NA
806,2007,1,NA,1,0,NA
806,2011,1,NA,1,0,NA
806,2013,1,NA,1,0,NA
807,2005,1,NA,1,0,NA
807,2007,1,NA,1,0,NA
807,2011,1,NA,1,0,NA
807,2013,1,NA,1,0,NA
808,2005,NA,NA,NA,NA,NA
808,2007,NA,NA,NA,NA,NA
808,2011,NA,NA,NA,NA,NA
808,2013,NA,NA,NA,NA,NA
809,2005,1,NA,1,1,1
809,2007,2,3,1,0,NA
809,2011,2,3,1,0,NA
809,2013,NA,NA,NA,NA,NA
810,2005,1,NA,1,0,NA
810,2007,1,NA,1,0,NA
810,2011,NA,NA,NA,NA,NA
810,2013,NA,NA,NA,NA,NA
811,2005,2,3,1,0,NA
811,2007,1,NA,1,0,NA
811,2011,2,1,1,0,NA
811,2013,1,NA,1,1,1
812,2005,2,3,1,0,NA
812,2007,NA,NA,NA,NA,NA
812,2011,NA,NA,NA,NA,NA
812,2013,2,3,1,0,NA
813,2005,1,NA,1,1,NA
813,2007,1,NA,1,1,1
813,2011,1,NA,1,0,NA
813,2013,1,NA,1,0,NA
814,2005,NA,NA,NA,NA,NA
814,2007,NA,NA,NA,0,NA
814,2011,2,3,2,0,NA
814,2013,NA,NA,NA,NA,NA
815,2005,2,NA,1,0,NA
815,2007,2,3,1,1,2
815,2011,1,NA,2,0,NA
815,2013,2,3,1,1,1
816,2005,1,NA,1,NA,NA
816,2007,1,NA,1,0,NA
816,2011,1,NA,1,0,NA
816,2013,1,NA,1,0,NA
817,2005,2,3,1,0,NA
817,2007,2,3,1,0,NA
817,2011,4,3,2,0,NA
817,2013,3,2,1,0,NA
818,2005,2,3,2,1,NA
818,2007,NA,NA,2,1,1
818,2011,2,3,2,1,1
818,2013,2,3,2,1,1
819,2005,1,NA,1,0,NA
819,2007,2,3,NA,1,NA
819,2011,1,NA,1,0,NA
819,2013,1,NA,1,0,NA
820,2005,NA,NA,NA,NA,NA
820,2007,1,NA,1,0,NA
820,2011,1,NA,2,0,NA
820,2013,NA,NA,2,0,NA
821,2005,1,NA,NA,1,1
821,2007,1,NA,1,1,2
821,2011,1,NA,1,1,1
821,2013,NA,NA,NA,NA,NA
822,2005,1,NA,1,0,NA
822,2007,1,NA,1,0,NA
822,2011,1,NA,1,0,NA
822,2013,1,NA,1,0,NA
823,2005,2,3,1,1,1
823,2007,1,NA,1,0,NA
823,2011,2,3,1,0,NA
823,2013,1,NA,1,0,NA
824,2005,1,NA,1,0,NA
824,2007,1,NA,1,0,NA
824,2011,1,NA,1,0,NA
824,2013,1,NA,1,0,NA
825,2005,NA,NA,NA,NA,NA
825,2007,NA,NA,NA,NA,NA
825,2011,3,3,1,1,1
825,2013,2,3,1,1,1
826,2005,NA,NA,NA,NA,NA
826,2007,1,NA,1,1,2
826,2011,2,3,3,1,2
826,2013,2,3,2,0,NA
827,2005,1,NA,1,0,NA
827,2007,1,NA,1,1,1
827,2011,1,NA,1,0,NA
827,2013,1,NA,1,0,NA
828,2005,NA,NA,NA,NA,NA
828,2007,NA,NA,NA,NA,NA
828,2011,NA,NA,NA,NA,NA
828,2013,NA,NA,NA,NA,NA
829,2005,1,NA,2,1,4
829,2007,1,NA,1,1,2
829,2011,1,NA,1,1,2
829,2013,NA,NA,2,0,NA
830,2005,4,3,1,0,NA
830,2007,4,3,1,0,NA
830,2011,4,3,NA,NA,NA
830,2013,4,3,4,1,2
831,2005,2,1,1,0,NA
831,2007,1,NA,1,0,NA
831,2011,NA,NA,NA,NA,NA
831,2013,NA,NA,NA,NA,NA
832,2005,1,NA,1,0,NA
832,2007,3,3,1,0,NA
832,2011,1,NA,1,0,NA
832,2013,1,NA,2,0,NA
833,2005,NA,NA,NA,NA,NA
833,2007,NA,NA,NA,NA,NA
833,2011,NA,NA,NA,NA,NA
833,2013,NA,NA,NA,NA,NA
834,2005,1,NA,1,1,1
834,2007,1,NA,1,0,NA
834,2011,1,NA,1,0,NA
834,2013,4,2,2,0,NA
835,2005,1,NA,1,0,NA
835,2007,1,NA,1,0,NA
835,2011,1,NA,1,0,NA
835,2013,1,NA,1,0,NA
836,2005,1,NA,1,0,NA
836,2007,NA,NA,NA,NA,NA
836,2011,2,3,2,0,NA
836,2013,2,3,1,0,NA
837,2005,1,NA,1,0,NA
837,2007,4,3,1,1,NA
837,2011,1,NA,1,0,NA
837,2013,1,NA,1,0,NA
838,2005,2,3,1,0,NA
838,2007,2,3,1,1,4
838,2011,2,3,1,1,4
838,2013,2,3,2,0,NA
839,2005,2,2,1,0,NA
839,2007,1,NA,1,1,2
839,2011,1,NA,1,1,2
839,2013,1,NA,1,1,2
840,2005,4,3,3,1,3
840,2007,3,3,2,0,NA
840,2011,4,3,2,1,4
840,2013,2,3,NA,1,1
841,2005,2,3,1,1,1
841,2007,NA,NA,NA,NA,NA
841,2011,NA,NA,NA,NA,NA
841,2013,1,NA,3,1,1
842,2005,NA,NA,NA,NA,NA
842,2007,NA,NA,NA,NA,NA
842,2011,1,NA,1,1,1
842,2013,1,NA,1,1,2
843,2005,2,2,1,0,NA
843,2007,1,NA,1,0,NA
843,2011,1,NA,1,0,NA
843,2013,1,NA,1,0,NA
844,2005,NA,NA,NA,NA,NA
844,2007,NA,NA,NA,NA,NA
844,2011,NA,NA,NA,NA,NA
844,2013,NA,NA,NA,NA,NA
845,2005,1,NA,1,1,1
845,2007,1,NA,1,1,2
845,2011,1,NA,1,1,1
845,2013,1,NA,1,0,NA
846,2005,1,NA,1,1,1
846,2007,1,NA,1,0,NA
846,2011,1,NA,1,0,NA
846,2013,1,NA,2,1,1
847,2005,1,NA,1,0,NA
847,2007,1,NA,1,0,NA
847,2011,1,NA,1,0,NA
847,2013,1,NA,1,0,NA
848,2005,1,NA,1,0,NA
848,2007,NA,NA,NA,NA,NA
848,2011,2,NA,1,0,NA
848,2013,3,3,3,0,NA
849,2005,3,3,2,0,NA
849,2007,1,NA,1,0,NA
849,2011,3,3,1,1,1
849,2013,1,NA,1,0,NA
850,2005,1,NA,1,0,NA
850,2007,1,NA,1,1,1
850,2011,2,3,2,0,NA
850,2013,2,3,2,0,NA
851,2005,1,NA,1,0,NA
851,2007,1,NA,1,0,NA
851,2011,1,NA,1,0,NA
851,2013,1,NA,1,0,NA
852,2005,1,NA,1,0,NA
852,2007,2,3,2,0,NA
852,2011,1,NA,2,1,2
852,2013,2,2,1,1,1
853,2005,NA,NA,NA,NA,NA
853,2007,NA,NA,NA,NA,NA
853,2011,NA,NA,NA,NA,NA
853,2013,NA,NA,NA,NA,NA
854,2005,2,3,4,0,NA
854,2007,1,NA,1,0,NA
854,2011,1,NA,1,1,1
854,2013,2,3,1,1,3
855,2005,1,NA,1,0,NA
855,2007,2,3,1,1,1
855,2011,1,NA,1,1,1
855,2013,2,3,1,1,1
856,2005,1,NA,1,0,NA
856,2007,1,NA,1,0,NA
856,2011,1,NA,1,0,NA
856,2013,1,NA,1,0,NA
857,2005,NA,NA,NA,NA,NA
857,2007,NA,NA,1,1,NA
857,2011,NA,NA,1,0,NA
857,2013,NA,NA,1,0,NA
858,2005,1,NA,1,1,1
858,2007,1,NA,1,0,NA
858,2011,2,3,1,0,NA
858,2013,3,3,1,NA,NA
859,2005,1,NA,1,0,NA
859,2007,1,NA,1,0,NA
859,2011,1,NA,1,0,NA
859,2013,1,NA,1,0,NA
860,2005,1,NA,1,0,NA
860,2007,1,NA,1,0,NA
860,2011,1,NA,1,1,1
860,2013,2,3,1,1,1
861,2005,2,3,NA,1,1
861,2007,2,3,1,NA,NA
861,2011,1,NA,1,0,NA
861,2013,4,3,2,0,NA
862,2005,2,3,1,0,NA
862,2007,1,NA,1,0,NA
862,2011,1,NA,1,0,NA
862,2013,1,NA,1,0,NA
863,2005,1,NA,1,1,1
863,2007,1,NA,1,0,NA
863,2011,1,NA,1,0,NA
863,2013,1,NA,1,1,1
864,2005,3,3,4,1,2
864,2007,1,NA,2,0,NA
864,2011,1,NA,1,0,NA
864,2013,NA,NA,NA,NA,NA
865,2005,1,NA,1,1,1
865,2007,1,NA,1,0,NA
865,2011,1,NA,1,0,NA
865,2013,1,NA,1,0,NA
866,2005,1,NA,1,1,1
866,2007,NA,NA,NA,NA,NA
866,2011,1,NA,1,0,NA
866,2013,1,NA,1,0,NA
867,2005,2,3,2,0,NA
867,2007,1,NA,1,1,2
867,2011,2,3,1,0,NA
867,2013,2,3,1,0,NA
868,2005,NA,NA,NA,NA,NA
868,2007,NA,NA,NA,NA,NA
868,2011,NA,NA,NA,NA,NA
868,2013,NA,NA,NA,NA,NA
869,2005,2,1,1,0,NA
869,2007,1,NA,1,0,NA
869,2011,1,NA,1,0,NA
869,2013,1,NA,2,1,2
870,2005,1,NA,1,0,NA
870,2007,2,3,1,0,NA
870,2011,1,NA,1,0,NA
870,2013,2,3,1,1,1
871,2005,2,3,1,0,NA
871,2007,NA,NA,NA,NA,NA
871,2011,NA,NA,NA,NA,NA
871,2013,NA,NA,NA,NA,NA
872,2005,4,3,3,0,NA
872,2007,4,3,2,1,3
872,2011,4,3,3,1,2
872,2013,4,3,3,1,2
873,2005,1,NA,1,0,NA
873,2007,1,NA,1,0,NA
873,2011,1,NA,1,0,NA
873,2013,1,NA,1,0,NA
874,2005,NA,NA,NA,NA,NA
874,2007,1,NA,1,0,NA
874,2011,1,NA,1,1,1
874,2013,1,NA,1,0,NA
875,2005,1,NA,1,1,1
875,2007,1,NA,1,0,NA
875,2011,2,3,1,0,NA
875,2013,1,NA,1,1,1
876,2005,NA,NA,NA,NA,NA
876,2007,NA,NA,NA,NA,NA
876,2011,NA,NA,NA,NA,NA
876,2013,NA,NA,NA,NA,NA
877,2005,2,NA,1,1,2
877,2007,4,3,4,1,2
877,2011,1,NA,1,0,NA
877,2013,NA,NA,NA,NA,NA
878,2005,2,2,2,0,NA
878,2007,1,NA,1,0,NA
878,2011,2,3,1,1,1
878,2013,2,3,1,0,NA
879,2005,2,3,1,0,NA
879,2007,NA,NA,NA,NA,NA
879,2011,1,NA,1,1,1
879,2013,NA,NA,NA,NA,NA
880,2005,1,NA,1,0,NA
880,2007,2,3,1,0,NA
880,2011,1,NA,1,0,NA
880,2013,3,3,1,0,NA
881,2005,1,NA,1,0,NA
881,2007,1,NA,2,0,NA
881,2011,NA,NA,NA,NA,NA
881,2013,2,3,1,0,NA
882,2005,1,NA,1,0,NA
882,2007,1,NA,1,0,NA
882,2011,2,3,1,0,NA
882,2013,1,NA,1,0,NA
883,2005,NA,NA,NA,NA,NA
883,2007,2,2,1,0,NA
883,2011,1,NA,1,0,NA
883,2013,1,NA,1,1,1
884,2005,1,NA,1,0,NA
884,2007,1,NA,1,0,NA
884,2011,1,NA,1,0,NA
884,2013,1,NA,1,0,NA
885,2005,NA,NA,NA,NA,NA
885,2007,NA,NA,NA,NA,NA
885,2011,NA,NA,NA,NA,NA
885,2013,NA,NA,NA,NA,NA
886,2005,NA,NA,NA,NA,NA
886,2007,NA,NA,NA,NA,NA
886,2011,NA,NA,NA,NA,NA
886,2013,NA,NA,NA,NA,NA
887,2005,1,NA,2,0,NA
887,2007,NA,NA,NA,NA,NA
887,2011,1,NA,2,0,NA
887,2013,NA,NA,NA,NA,NA
888,2005,NA,NA,NA,NA,NA
888,2007,NA,NA,NA,NA,NA
888,2011,1,NA,1,0,NA
888,2013,1,NA,1,0,NA
889,2005,NA,NA,NA,NA,NA
889,2007,NA,NA,NA,NA,NA
889,2011,4,3,2,0,NA
889,2013,4,2,1,0,NA
890,2005,1,NA,1,1,1
890,2007,1,NA,1,0,NA
890,2011,NA,NA,1,0,NA
890,2013,NA,NA,NA,NA,NA
891,2005,1,NA,1,1,NA
891,2007,1,NA,2,0,NA
891,2011,1,NA,2,0,NA
891,2013,4,3,1,0,NA
892,2005,1,NA,1,1,1
892,2007,1,NA,1,0,NA
892,2011,1,NA,1,1,2
892,2013,2,3,3,1,2
893,2005,1,NA,1,0,NA
893,2007,1,NA,1,0,NA
893,2011,1,NA,1,0,NA
893,2013,4,3,1,0,NA
894,2005,1,NA,1,0,NA
894,2007,NA,NA,NA,NA,NA
894,2011,1,NA,1,0,NA
894,2013,1,NA,1,0,NA
895,2005,NA,NA,NA,NA,NA
895,2007,NA,NA,NA,NA,NA
895,2011,NA,NA,NA,NA,NA
895,2013,1,NA,1,0,NA
896,2005,1,NA,1,0,NA
896,2007,1,NA,1,0,NA
896,2011,1,NA,1,0,NA
896,2013,NA,NA,NA,1,4
897,2005,NA,NA,NA,NA,NA
897,2007,NA,NA,NA,NA,NA
897,2011,NA,NA,NA,NA,NA
897,2013,NA,NA,NA,NA,NA
898,2005,1,NA,1,0,NA
898,2007,1,NA,1,0,NA
898,2011,NA,NA,NA,NA,NA
898,2013,NA,NA,NA,NA,NA
899,2005,2,3,2,1,2
899,2007,4,3,4,1,4
899,2011,1,NA,1,0,NA
899,2013,NA,NA,NA,NA,NA
900,2005,2,3,1,1,2
900,2007,1,NA,1,1,1
900,2011,1,NA,1,0,NA
900,2013,1,NA,1,0,NA
901,2005,NA,NA,NA,NA,NA
901,2007,1,NA,1,0,NA
901,2011,NA,NA,NA,NA,NA
901,2013,NA,NA,NA,NA,NA
902,2005,NA,NA,NA,NA,NA
902,2007,NA,NA,NA,NA,NA
902,2011,1,NA,1,0,NA
902,2013,1,NA,1,0,NA
903,2005,NA,NA,NA,0,NA
903,2007,2,NA,1,0,NA
903,2011,NA,NA,NA,NA,NA
903,2013,4,3,2,0,NA
904,2005,1,NA,1,0,NA
904,2007,1,NA,1,0,NA
904,2011,1,NA,1,0,NA
904,2013,1,NA,1,0,NA
905,2005,NA,NA,NA,NA,NA
905,2007,1,NA,1,0,NA
905,2011,1,NA,1,0,NA
905,2013,3,3,1,1,2
906,2005,1,NA,1,0,NA
906,2007,NA,NA,NA,NA,NA
906,2011,1,NA,1,0,NA
906,2013,1,NA,1,0,NA
907,2005,1,NA,1,0,NA
907,2007,NA,NA,NA,NA,NA
907,2011,3,3,1,0,NA
907,2013,4,3,1,0,NA
908,2005,1,NA,1,0,NA
908,2007,1,NA,1,0,NA
908,2011,1,NA,1,0,NA
908,2013,1,NA,1,0,NA
909,2005,NA,NA,NA,NA,NA
909,2007,NA,NA,NA,NA,NA
909,2011,NA,NA,NA,NA,NA
909,2013,NA,NA,NA,NA,NA
910,2005,1,NA,1,0,NA
910,2007,1,NA,1,0,NA
910,2011,1,NA,1,0,NA
910,2013,1,NA,1,0,NA
911,2005,2,3,2,1,1
911,2007,1,NA,1,0,NA
911,2011,NA,NA,NA,NA,NA
911,2013,NA,NA,NA,NA,NA
912,2005,1,NA,1,0,NA
912,2007,1,NA,1,0,NA
912,2011,1,NA,2,0,NA
912,2013,1,NA,1,0,NA
913,2005,1,NA,1,0,NA
913,2007,NA,NA,NA,NA,NA
913,2011,NA,NA,NA,NA,NA
913,2013,NA,NA,NA,NA,NA
914,2005,1,NA,1,0,NA
914,2007,1,NA,1,0,NA
914,2011,1,NA,1,1,1
914,2013,1,NA,1,1,2
915,2005,1,NA,1,0,NA
915,2007,2,3,2,1,1
915,2011,1,NA,1,1,1
915,2013,1,NA,1,0,NA
916,2005,NA,NA,NA,NA,NA
916,2007,4,3,2,0,NA
916,2011,4,3,1,0,NA
916,2013,4,3,2,0,NA
917,2005,1,NA,1,NA,NA
917,2007,1,NA,1,0,NA
917,2011,1,NA,1,0,NA
917,2013,2,3,1,0,NA
918,2005,2,3,1,1,1
918,2007,3,3,2,0,NA
918,2011,2,3,1,0,NA
918,2013,2,3,1,0,NA
919,2005,NA,NA,NA,NA,NA
919,2007,1,NA,1,0,NA
919,2011,NA,NA,NA,NA,NA
919,2013,NA,NA,NA,NA,NA
920,2005,1,NA,1,1,1
920,2007,1,NA,1,0,NA
920,2011,1,NA,1,0,NA
920,2013,1,NA,1,0,NA
921,2005,3,3,1,0,NA
921,2007,1,NA,1,0,NA
921,2011,1,NA,1,1,1
921,2013,2,3,1,1,1
922,2005,4,NA,1,0,NA
922,2007,2,3,1,1,1
922,2011,2,3,1,0,NA
922,2013,2,3,2,0,NA
923,2005,NA,NA,1,0,NA
923,2007,2,3,2,1,1
923,2011,2,3,1,1,1
923,2013,2,3,1,1,1
924,2005,NA,NA,NA,NA,NA
924,2007,NA,NA,NA,NA,NA
924,2011,1,NA,1,0,NA
924,2013,NA,NA,NA,NA,NA
925,2005,NA,NA,NA,NA,NA
925,2007,1,NA,1,0,NA
925,2011,NA,NA,NA,NA,NA
925,2013,2,1,1,0,NA
926,2005,2,3,1,0,NA
926,2007,1,NA,1,1,1
926,2011,2,3,1,1,1
926,2013,2,3,2,1,1
927,2005,4,2,2,1,1
927,2007,NA,NA,NA,NA,NA
927,2011,NA,NA,NA,NA,NA
927,2013,NA,NA,1,1,1
928,2005,2,3,1,1,NA
928,2007,2,3,1,1,1
928,2011,1,NA,1,0,NA
928,2013,1,NA,4,1,2
929,2005,1,NA,1,0,NA
929,2007,1,NA,1,0,NA
929,2011,1,NA,1,0,NA
929,2013,1,NA,1,0,NA
930,2005,1,NA,1,0,NA
930,2007,2,3,1,0,NA
930,2011,1,NA,1,0,NA
930,2013,2,3,2,1,2
931,2005,4,3,2,0,NA
931,2007,4,3,4,0,NA
931,2011,2,3,1,0,NA
931,2013,1,NA,1,1,2
932,2005,2,3,1,0,NA
932,2007,1,NA,1,0,NA
932,2011,4,3,1,1,1
932,2013,2,3,1,1,2
933,2005,2,3,2,0,NA
933,2007,4,3,4,1,1
933,2011,2,3,1,0,NA
933,2013,1,NA,1,0,NA
934,2005,3,2,NA,1,1
934,2007,1,NA,1,0,NA
934,2011,2,3,1,1,2
934,2013,2,3,1,1,2
935,2005,1,NA,1,0,NA
935,2007,1,NA,1,0,NA
935,2011,1,NA,1,0,NA
935,2013,1,NA,1,0,NA
936,2005,NA,NA,NA,NA,NA
936,2007,NA,NA,NA,NA,NA
936,2011,NA,NA,NA,NA,NA
936,2013,NA,NA,NA,NA,NA
937,2005,1,NA,1,0,NA
937,2007,NA,NA,NA,NA,NA
937,2011,NA,NA,NA,NA,NA
937,2013,NA,NA,NA,NA,NA
938,2005,1,NA,1,0,NA
938,2007,2,3,1,1,1
938,2011,2,3,1,1,1
938,2013,2,3,1,0,NA
939,2005,1,NA,1,0,NA
939,2007,1,NA,1,0,NA
939,2011,1,NA,2,0,NA
939,2013,4,2,2,1,1
940,2005,NA,NA,NA,NA,NA
940,2007,NA,NA,NA,NA,NA
940,2011,NA,NA,NA,NA,NA
940,2013,NA,NA,NA,NA,NA
941,2005,NA,NA,NA,NA,NA
941,2007,1,NA,1,0,NA
941,2011,1,NA,1,0,NA
941,2013,NA,NA,NA,NA,NA
942,2005,1,NA,1,1,1
942,2007,2,3,1,0,NA
942,2011,2,3,1,0,NA
942,2013,1,NA,1,0,NA
943,2005,NA,NA,NA,NA,NA
943,2007,NA,NA,NA,NA,NA
943,2011,NA,NA,NA,NA,NA
943,2013,NA,NA,NA,NA,NA
944,2005,1,NA,1,0,NA
944,2007,1,NA,1,0,NA
944,2011,1,NA,1,1,2
944,2013,1,NA,1,1,2
945,2005,NA,NA,NA,NA,NA
945,2007,NA,NA,NA,NA,NA
945,2011,NA,NA,NA,NA,NA
945,2013,NA,NA,NA,NA,NA
946,2005,NA,NA,NA,NA,NA
946,2007,NA,NA,NA,NA,NA
946,2011,NA,NA,NA,NA,NA
946,2013,NA,NA,NA,NA,NA
947,2005,2,3,1,1,1
947,2007,2,3,1,1,1
947,2011,NA,NA,NA,NA,NA
947,2013,NA,NA,NA,NA,NA
948,2005,NA,NA,1,0,NA
948,2007,1,NA,1,1,1
948,2011,1,NA,1,0,NA
948,2013,1,NA,1,0,NA
949,2005,3,2,1,0,NA
949,2007,1,NA,1,0,NA
949,2011,1,NA,1,0,NA
949,2013,NA,NA,NA,NA,NA
950,2005,NA,NA,NA,NA,NA
950,2007,NA,NA,NA,NA,NA
950,2011,4,3,2,1,4
950,2013,NA,NA,NA,NA,NA
951,2005,NA,NA,NA,NA,NA
951,2007,NA,NA,NA,NA,NA
951,2011,NA,NA,NA,NA,NA
951,2013,NA,NA,NA,NA,NA
952,2005,1,NA,1,1,1
952,2007,1,NA,1,0,NA
952,2011,1,NA,1,0,NA
952,2013,NA,NA,NA,NA,NA
953,2005,NA,NA,NA,NA,NA
953,2007,NA,NA,NA,NA,NA
953,2011,NA,NA,NA,NA,NA
953,2013,1,NA,1,0,NA
954,2005,2,3,2,1,1
954,2007,2,3,2,1,2
954,2011,2,3,2,1,2
954,2013,4,3,3,1,2
955,2005,1,NA,1,0,NA
955,2007,1,NA,1,0,NA
955,2011,2,3,1,0,NA
955,2013,1,NA,1,0,NA
956,2005,1,NA,1,0,NA
956,2007,1,NA,1,0,NA
956,2011,1,NA,1,0,NA
956,2013,1,NA,1,1,1
957,2005,NA,NA,NA,NA,NA
957,2007,1,NA,1,NA,NA
957,2011,NA,NA,NA,NA,NA
957,2013,NA,NA,NA,NA,NA
958,2005,NA,NA,NA,NA,NA
958,2007,NA,NA,NA,NA,NA
958,2011,NA,NA,NA,NA,NA
958,2013,NA,NA,NA,NA,NA
959,2005,NA,NA,NA,NA,NA
959,2007,NA,NA,NA,NA,NA
959,2011,NA,NA,NA,NA,NA
959,2013,NA,NA,NA,NA,NA
960,2005,3,2,1,0,NA
960,2007,2,3,1,1,1
960,2011,2,3,2,1,3
960,2013,1,NA,1,0,NA
961,2005,1,NA,1,1,2
961,2007,1,NA,1,1,3
961,2011,1,NA,1,1,1
961,2013,4,3,2,0,NA
962,2005,4,3,1,0,NA
962,2007,1,NA,1,0,NA
962,2011,1,NA,1,1,1
962,2013,1,NA,1,1,1
963,2005,2,3,1,0,NA
963,2007,1,NA,1,0,NA
963,2011,1,NA,1,0,NA
963,2013,1,NA,1,0,NA
964,2005,NA,NA,NA,NA,NA
964,2007,NA,NA,NA,NA,NA
964,2011,NA,NA,NA,NA,NA
964,2013,NA,NA,NA,NA,NA
965,2005,1,NA,1,0,NA
965,2007,1,NA,1,0,NA
965,2011,1,NA,1,0,NA
965,2013,NA,NA,NA,NA,NA
966,2005,3,NA,1,0,NA
966,2007,4,3,1,1,1
966,2011,1,NA,1,0,NA
966,2013,3,3,3,1,2
967,2005,NA,NA,NA,NA,NA
967,2007,1,NA,1,0,NA
967,2011,1,NA,1,1,NA
967,2013,1,NA,1,0,NA
968,2005,2,2,2,0,NA
968,2007,3,3,2,1,2
968,2011,4,3,2,0,NA
968,2013,2,3,3,0,NA
969,2005,1,NA,1,1,1
969,2007,1,NA,1,1,1
969,2011,1,NA,1,0,NA
969,2013,1,NA,1,1,2
970,2005,2,2,3,0,NA
970,2007,1,NA,1,1,1
970,2011,1,NA,1,0,NA
970,2013,2,3,1,0,NA
971,2005,1,NA,1,0,NA
971,2007,1,NA,1,0,NA
971,2011,4,3,2,0,NA
971,2013,1,NA,1,0,NA
972,2005,NA,NA,NA,NA,NA
972,2007,NA,NA,NA,NA,NA
972,2011,NA,NA,NA,NA,NA
972,2013,NA,NA,NA,NA,NA
973,2005,1,NA,1,0,NA
973,2007,1,NA,2,1,1
973,2011,2,3,2,0,NA
973,2013,2,3,1,0,NA
974,2005,1,NA,1,0,NA
974,2007,4,3,1,1,2
974,2011,4,3,2,1,2
974,2013,4,3,1,1,2
975,2005,2,3,1,1,2
975,2007,4,3,2,0,NA
975,2011,4,3,2,1,2
975,2013,3,3,4,1,2
976,2005,1,NA,1,0,NA
976,2007,1,NA,1,0,NA
976,2011,1,NA,1,0,NA
976,2013,NA,NA,NA,NA,NA
977,2005,1,NA,1,0,NA
977,2007,2,3,2,1,1
977,2011,4,3,4,1,4
977,2013,4,3,4,1,3
978,2005,1,NA,1,0,NA
978,2007,2,3,1,1,1
978,2011,2,3,4,1,2
978,2013,2,3,1,1,1
979,2005,1,NA,1,0,NA
979,2007,1,NA,1,0,NA
979,2011,1,NA,1,0,NA
979,2013,1,NA,1,0,NA
980,2005,2,1,2,0,NA
980,2007,1,NA,1,0,NA
980,2011,1,NA,1,0,NA
980,2013,1,NA,1,0,NA
981,2005,NA,NA,NA,NA,NA
981,2007,NA,NA,NA,NA,NA
981,2011,NA,NA,NA,NA,NA
981,2013,NA,NA,NA,NA,NA
982,2005,2,3,1,1,1
982,2007,1,NA,1,0,NA
982,2011,2,3,1,1,2
982,2013,2,3,2,1,3
983,2005,2,3,1,1,1
983,2007,1,NA,1,0,NA
983,2011,NA,NA,1,0,NA
983,2013,1,NA,1,0,NA
